LECROYWR104MXi-A©Ë 52137 Waveform
Segments 1 SegmentSize 5002
Segment TrigTime TimeSinceSegment1
#1 03-Apr-2017 14:53:25 0                 
Time Ampl
-4.001305e-007 -4.829e-005
-3.999305e-007 7.97051e-005
-3.997305e-007 0.0002077
-3.995305e-007 7.97051e-005
-3.993305e-007 1.57076e-005
-3.991305e-007 7.97051e-005
-3.989305e-007 0.0002077
-3.987305e-007 7.97051e-005
-3.985305e-007 -4.829e-005
-3.983305e-007 -0.000176285
-3.981305e-007 -0.000176285
-3.979305e-007 -4.829e-005
-3.977305e-007 -4.829e-005
-3.975305e-007 -0.000112288
-3.973305e-007 -4.829e-005
-3.971305e-007 -0.000112288
-3.969305e-007 -0.000368278
-3.967305e-007 1.57076e-005
-3.965305e-007 -4.829e-005
-3.963305e-007 -0.000176285
-3.961305e-007 1.57076e-005
-3.959305e-007 -0.000112288
-3.957305e-007 -4.829e-005
-3.955305e-007 1.57076e-005
-3.953305e-007 -0.000176285
-3.951305e-007 -0.000176285
-3.949305e-007 -4.829e-005
-3.947305e-007 -0.000112288
-3.945305e-007 -0.000176285
-3.943305e-007 7.97051e-005
-3.941305e-007 7.97051e-005
-3.939305e-007 -4.829e-005
-3.937305e-007 -4.829e-005
-3.935305e-007 -4.829e-005
-3.933305e-007 1.57076e-005
-3.931305e-007 -4.829e-005
-3.929305e-007 -0.000112288
-3.927305e-007 -0.000240283
-3.925305e-007 -4.829e-005
-3.923305e-007 1.57076e-005
-3.921305e-007 7.97051e-005
-3.919305e-007 0.0002077
-3.917305e-007 7.97051e-005
-3.915305e-007 1.57076e-005
-3.913305e-007 -4.829e-005
-3.911305e-007 -4.829e-005
-3.909305e-007 -0.000176285
-3.907305e-007 -0.000112288
-3.905305e-007 -0.000112288
-3.903305e-007 -0.000240283
-3.901305e-007 -4.829e-005
-3.899305e-007 -4.829e-005
-3.897305e-007 -4.829e-005
-3.895305e-007 -4.829e-005
-3.893305e-007 1.57076e-005
-3.891305e-007 -0.000112288
-3.889305e-007 1.57076e-005
-3.887305e-007 1.57076e-005
-3.885305e-007 -0.000176285
-3.883305e-007 -0.000112288
-3.881305e-007 -0.000112288
-3.879305e-007 -0.000176285
-3.877305e-007 -4.829e-005
-3.875305e-007 -0.000176285
