LECROYWR104MXi-A©Ë 52137 Waveform
Segments 1 SegmentSize 5002
Segment TrigTime TimeSinceSegment1
#1 03-Apr-2017 14:53:24 0                 
Time Ampl
-4.000596e-007 -4.829e-005
-3.998596e-007 -4.829e-005
-3.996596e-007 0.000143703
-3.994596e-007 -4.829e-005
-3.992596e-007 -0.000176285
-3.990596e-007 -4.829e-005
-3.988596e-007 -0.000112288
-3.986596e-007 -0.000176285
-3.984596e-007 -4.829e-005
-3.982596e-007 -4.829e-005
-3.980596e-007 1.57076e-005
-3.978596e-007 1.57076e-005
-3.976596e-007 7.97051e-005
-3.974596e-007 -0.000112288
-3.972596e-007 -0.000112288
-3.970596e-007 -0.000240283
-3.968596e-007 -0.000368278
-3.966596e-007 -0.000176285
-3.964596e-007 -0.000112288
-3.962596e-007 -4.829e-005
-3.960596e-007 -4.829e-005
-3.958596e-007 1.57076e-005
-3.956596e-007 -0.000112288
-3.954596e-007 7.97051e-005
-3.952596e-007 1.57076e-005
-3.950596e-007 -0.000176285
-3.948596e-007 -0.000176285
-3.946596e-007 -0.00030428
-3.944596e-007 -0.00030428
-3.942596e-007 -4.829e-005
-3.940596e-007 -4.829e-005
-3.938596e-007 -4.829e-005
-3.936596e-007 1.57076e-005
-3.934596e-007 -4.829e-005
-3.932596e-007 -4.829e-005
-3.930596e-007 1.57076e-005
-3.928596e-007 -4.829e-005
-3.926596e-007 -0.000176285
-3.924596e-007 -0.000112288
-3.922596e-007 -0.000176285
-3.920596e-007 -0.000176285
-3.918596e-007 7.97051e-005
-3.916596e-007 1.57076e-005
-3.914596e-007 -0.000240283
-3.912596e-007 -0.000176285
-3.910596e-007 -0.000240283
-3.908596e-007 -0.000368278
-3.906596e-007 -0.000112288
-3.904596e-007 -0.000112288
-3.902596e-007 -0.000176285
-3.900596e-007 -0.000112288
-3.898596e-007 -4.829e-005
-3.896596e-007 -0.000112288
-3.894596e-007 0.000143703
-3.892596e-007 1.57076e-005
-3.890596e-007 -0.00030428
-3.888596e-007 -0.000240283
-3.886596e-007 -0.000240283
-3.884596e-007 -0.000240283
-3.882596e-007 1.57076e-005
-3.880596e-007 -4.829e-005
-3.878596e-007 -0.000176285
-3.876596e-007 -0.000112288
-3.874596e-007 -4.829e-005
-3.872596e-007 -0.000176285
-3.870596e-007 -0.000112288
-3.868596e-007 -4.829e-005
-3.866596e-007 -0.000176285
-3.864596e-007 -0.000176285
-3.862596e-007 -0.000176285
-3.860596e-007 -0.000176285
-3.858596e-007 7.97051e-005
-3.856596e-007 -0.000112288
-3.854596e-007 -0.00030428
-3.852596e-007 -0.000240283
-3.850596e-007 -0.000240283
-3.848596e-007 -0.000112288
-3.846596e-007 1.57076e-005
-3.844596e-007 -4.829e-005
-3.842596e-007 -0.000112288
-3.840596e-007 -4.829e-005
-3.838596e-007 -4.829e-005
-3.836596e-007 -0.000176285
-3.834596e-007 -0.000112288
-3.832596e-007 -0.000240283
-3.830596e-007 -0.000368278
-3.828596e-007 -0.00030428
-3.826596e-007 -0.000240283
-3.824596e-007 -0.00030428
-3.822596e-007 -0.000112288
-3.820596e-007 -0.000112288
-3.818596e-007 -0.00030428
-3.816596e-007 -0.000176285
-3.814596e-007 -0.00030428
-3.812596e-007 -0.00030428
-3.810596e-007 -0.00030428
-3.808596e-007 -0.00030428
-3.806596e-007 -0.00030428
-3.804596e-007 -0.000112288
-3.802596e-007 -0.000176285
-3.800596e-007 -0.000176285
-3.798596e-007 -0.000112288
-3.796596e-007 -0.00030428
-3.794596e-007 -0.00030428
-3.792596e-007 -0.000176285
-3.790596e-007 -0.000176285
-3.788596e-007 -0.000176285
-3.786596e-007 1.57076e-005
-3.784596e-007 -0.000240283
-3.782596e-007 -0.000176285
-3.780596e-007 -0.000176285
-3.778596e-007 -0.000176285
-3.776596e-007 -0.000176285
-3.774596e-007 -0.000240283
-3.772596e-007 -0.00030428
-3.770596e-007 -0.000432275
-3.768596e-007 -0.000240283
-3.766596e-007 -0.000112288
-3.764596e-007 -0.000240283
-3.762596e-007 -0.000112288
-3.760596e-007 -0.000112288
-3.758596e-007 -0.000240283
-3.756596e-007 -4.829e-005
-3.754596e-007 -4.829e-005
-3.752596e-007 -0.000176285
-3.750596e-007 -4.829e-005
-3.748596e-007 -0.000112288
-3.746596e-007 -0.000176285
-3.744596e-007 -4.829e-005
-3.742596e-007 -0.000176285
-3.740596e-007 -0.000240283
-3.738596e-007 -0.000176285
-3.736596e-007 -0.000240283
-3.734596e-007 -0.000368278
-3.732596e-007 -0.000240283
-3.730596e-007 -0.00030428
-3.728596e-007 -0.00030428
-3.726596e-007 -0.000112288
-3.724596e-007 -0.000176285
-3.722596e-007 -0.000240283
-3.720596e-007 -0.000112288
-3.718596e-007 -0.000240283
-3.716596e-007 -0.000240283
-3.714596e-007 -0.000240283
-3.712596e-007 -0.000240283
-3.710596e-007 -0.000240283
-3.708596e-007 7.97051e-005
-3.706596e-007 7.97051e-005
-3.704596e-007 -4.829e-005
-3.702596e-007 1.57076e-005
-3.700596e-007 -4.829e-005
-3.698596e-007 -4.829e-005
-3.696596e-007 7.97051e-005
-3.694596e-007 1.57076e-005
-3.692596e-007 -0.000176285
-3.690596e-007 -0.000176285
-3.688596e-007 -0.000176285
-3.686596e-007 -0.000176285
-3.684596e-007 -4.829e-005
-3.682596e-007 -0.000176285
-3.680596e-007 -0.00030428
-3.678596e-007 -0.000112288
-3.676596e-007 1.57076e-005
-3.674596e-007 1.57076e-005
-3.672596e-007 0.000143703
-3.670596e-007 7.97051e-005
-3.668596e-007 -4.829e-005
-3.666596e-007 1.57076e-005
-3.664596e-007 7.97051e-005
-3.662596e-007 -4.829e-005
-3.660596e-007 1.57076e-005
-3.658596e-007 -0.000112288
-3.656596e-007 -0.000240283
-3.654596e-007 -0.000112288
-3.652596e-007 -4.829e-005
-3.650596e-007 -0.000240283
-3.648596e-007 -4.829e-005
-3.646596e-007 -0.000240283
-3.644596e-007 -0.000176285
-3.642596e-007 -0.000112288
-3.640596e-007 -0.000176285
-3.638596e-007 -0.000176285
-3.636596e-007 -0.000112288
-3.634596e-007 -0.000240283
-3.632596e-007 -0.000240283
-3.630596e-007 -0.000176285
-3.628596e-007 -0.000112288
-3.626596e-007 -0.000240283
-3.624596e-007 -4.829e-005
-3.622596e-007 -0.000240283
-3.620596e-007 -0.000240283
-3.618596e-007 -4.829e-005
-3.616596e-007 7.97051e-005
-3.614596e-007 7.97051e-005
-3.612596e-007 7.97051e-005
-3.610596e-007 -4.829e-005
-3.608596e-007 -4.829e-005
-3.606596e-007 7.97051e-005
-3.604596e-007 1.57076e-005
-3.602596e-007 -0.000176285
-3.600596e-007 1.57076e-005
-3.598596e-007 -4.829e-005
-3.596596e-007 -0.000112288
-3.594596e-007 7.97051e-005
-3.592596e-007 7.97051e-005
-3.590596e-007 7.97051e-005
-3.588596e-007 1.57076e-005
-3.586596e-007 -0.000176285
-3.584596e-007 -0.000112288
-3.582596e-007 1.57076e-005
-3.580596e-007 -4.829e-005
-3.578596e-007 -0.000240283
-3.576596e-007 -0.000240283
-3.574596e-007 -0.00030428
-3.572596e-007 -0.000176285
-3.570596e-007 -0.000112288
-3.568596e-007 -0.000176285
-3.566596e-007 -0.000176285
-3.564596e-007 -0.000240283
-3.562596e-007 -0.000176285
-3.560596e-007 -0.000240283
-3.558596e-007 -0.000176285
-3.556596e-007 -0.000176285
-3.554596e-007 -0.000240283
-3.552596e-007 -4.829e-005
-3.550596e-007 -0.000112288
-3.548596e-007 -0.000176285
-3.546596e-007 1.57076e-005
-3.544596e-007 -0.000112288
-3.542596e-007 -0.000176285
-3.540596e-007 -0.000176285
-3.538596e-007 -0.000176285
-3.536596e-007 -0.000112288
-3.534596e-007 1.57076e-005
-3.532596e-007 7.97051e-005
-3.530596e-007 -0.000176285
-3.528596e-007 -0.000176285
-3.526596e-007 -0.000176285
-3.524596e-007 -0.000112288
-3.522596e-007 -0.000176285
-3.520596e-007 -0.000240283
-3.518596e-007 -0.00030428
-3.516596e-007 -0.000240283
-3.514596e-007 -0.000240283
-3.512596e-007 -0.000176285
-3.510596e-007 -4.829e-005
-3.508596e-007 -4.829e-005
-3.506596e-007 -0.00030428
-3.504596e-007 -0.000112288
-3.502596e-007 -0.000112288
-3.500596e-007 -0.000176285
-3.498596e-007 -4.829e-005
-3.496596e-007 -4.829e-005
-3.494596e-007 -0.000240283
-3.492596e-007 -0.000112288
-3.490596e-007 -0.000240283
-3.488596e-007 -0.000176285
-3.486596e-007 -0.000112288
-3.484596e-007 -0.000240283
-3.482596e-007 -0.00030428
-3.480596e-007 -0.000176285
-3.478596e-007 1.57076e-005
-3.476596e-007 1.57076e-005
-3.474596e-007 7.97051e-005
-3.472596e-007 1.57076e-005
-3.470596e-007 -0.000240283
-3.468596e-007 -4.829e-005
-3.466596e-007 -4.829e-005
-3.464596e-007 -0.000176285
-3.462596e-007 -4.829e-005
-3.460596e-007 -0.000112288
-3.458596e-007 -0.00030428
-3.456596e-007 -0.000176285
-3.454596e-007 -0.000240283
-3.452596e-007 -0.000240283
-3.450596e-007 -4.829e-005
-3.448596e-007 -0.00030428
-3.446596e-007 -0.000368278
-3.444596e-007 -0.000240283
-3.442596e-007 -0.000176285
-3.440596e-007 -0.000176285
-3.438596e-007 -0.000112288
-3.436596e-007 -4.829e-005
-3.434596e-007 -4.829e-005
-3.432596e-007 7.97051e-005
-3.430596e-007 1.57076e-005
-3.428596e-007 -4.829e-005
-3.426596e-007 1.57076e-005
-3.424596e-007 1.57076e-005
-3.422596e-007 -0.000176285
-3.420596e-007 -4.829e-005
-3.418596e-007 -0.000112288
-3.416596e-007 -0.000240283
-3.414596e-007 -0.000176285
-3.412596e-007 -0.000176285
-3.410596e-007 -0.000176285
-3.408596e-007 -0.000240283
-3.406596e-007 -0.000112288
-3.404596e-007 -0.000240283
-3.402596e-007 -0.000176285
-3.400596e-007 -0.00030428
-3.398596e-007 -0.000240283
-3.396596e-007 -4.829e-005
-3.394596e-007 -4.829e-005
-3.392596e-007 -0.000176285
-3.390596e-007 -0.000112288
-3.388596e-007 -0.000112288
-3.386596e-007 -0.00030428
-3.384596e-007 -0.000176285
-3.382596e-007 -0.000176285
-3.380596e-007 -0.000368278
-3.378596e-007 -0.000240283
-3.376596e-007 -0.000240283
-3.374596e-007 -0.00030428
-3.372596e-007 -0.000176285
-3.370596e-007 -0.000176285
-3.368596e-007 -0.00030428
-3.366596e-007 -0.000368278
-3.364596e-007 -0.00030428
-3.362596e-007 -0.000432275
-3.360596e-007 -0.000240283
-3.358596e-007 -0.00030428
-3.356596e-007 -0.000368278
-3.354596e-007 -0.000176285
-3.352596e-007 -0.000240283
-3.350596e-007 -0.00030428
-3.348596e-007 -0.000240283
-3.346596e-007 -0.000368278
-3.344596e-007 -0.000368278
-3.342596e-007 -0.000240283
-3.340596e-007 -0.000176285
-3.338596e-007 -0.000240283
-3.336596e-007 -0.000112288
-3.334596e-007 -0.000112288
-3.332596e-007 -0.00030428
-3.330596e-007 -0.00030428
-3.328596e-007 -0.000176285
-3.326596e-007 -0.000240283
-3.324596e-007 -0.000176285
-3.322596e-007 -0.000176285
-3.320596e-007 -0.000240283
-3.318596e-007 -0.000176285
-3.316596e-007 -0.000176285
-3.314596e-007 -0.000240283
-3.312596e-007 -4.829e-005
-3.310596e-007 -0.00030428
-3.308596e-007 -0.00030428
-3.306596e-007 -0.000240283
-3.304596e-007 -0.000240283
-3.302596e-007 -0.00030428
-3.300596e-007 -0.000240283
-3.298596e-007 -0.000240283
-3.296596e-007 -0.000240283
-3.294596e-007 -4.829e-005
-3.292596e-007 -0.000112288
-3.290596e-007 -0.000176285
-3.288596e-007 -0.000112288
-3.286596e-007 -0.000176285
-3.284596e-007 -0.00030428
-3.282596e-007 -0.000112288
-3.280596e-007 -0.000112288
-3.278596e-007 -4.829e-005
-3.276596e-007 1.57076e-005
-3.274596e-007 -0.000112288
-3.272596e-007 -0.000240283
-3.270596e-007 -0.000112288
-3.268596e-007 -0.000112288
-3.266596e-007 -0.000176285
-3.264596e-007 -0.000112288
-3.262596e-007 -0.000112288
-3.260596e-007 -0.000240283
-3.258596e-007 -0.000112288
-3.256596e-007 1.57076e-005
-3.254596e-007 -0.000176285
-3.252596e-007 -0.000112288
-3.250596e-007 -0.00030428
-3.248596e-007 -0.000432275
-3.246596e-007 -0.000240283
-3.244596e-007 -0.000176285
-3.242596e-007 -0.000112288
-3.240596e-007 7.97051e-005
-3.238596e-007 -4.829e-005
-3.236596e-007 1.57076e-005
-3.234596e-007 7.97051e-005
-3.232596e-007 1.57076e-005
-3.230596e-007 -0.000112288
-3.228596e-007 -4.829e-005
-3.226596e-007 -0.000176285
-3.224596e-007 -0.000240283
-3.222596e-007 -0.000112288
-3.220596e-007 -4.829e-005
-3.218596e-007 -0.000112288
-3.216596e-007 -4.829e-005
-3.214596e-007 -0.000112288
-3.212596e-007 -0.000240283
-3.210596e-007 -4.829e-005
-3.208596e-007 -4.829e-005
-3.206596e-007 -0.000240283
-3.204596e-007 -0.000176285
-3.202596e-007 -0.000176285
-3.200596e-007 -0.000368278
-3.198596e-007 -0.000176285
-3.196596e-007 -0.000176285
-3.194596e-007 -0.000368278
-3.192596e-007 -0.00030428
-3.190596e-007 -0.000432275
-3.188596e-007 -0.000496273
-3.186596e-007 -0.00030428
-3.184596e-007 -0.000240283
-3.182596e-007 -0.000368278
-3.180596e-007 -0.000240283
-3.178596e-007 -0.000176285
-3.176596e-007 -0.00030428
-3.174596e-007 -0.000112288
-3.172596e-007 -0.000112288
-3.170596e-007 -0.00030428
-3.168596e-007 -0.000240283
-3.166596e-007 -0.00030428
-3.164596e-007 -0.00030428
-3.162596e-007 -0.000112288
-3.160596e-007 -0.000176285
-3.158596e-007 -4.829e-005
-3.156596e-007 -0.000112288
-3.154596e-007 -0.000112288
-3.152596e-007 -0.000240283
-3.150596e-007 -0.000112288
-3.148596e-007 -0.000240283
-3.146596e-007 -0.000368278
-3.144596e-007 -0.000368278
-3.142596e-007 -0.00030428
-3.140596e-007 -0.000240283
-3.138596e-007 -4.829e-005
-3.136596e-007 -0.000176285
-3.134596e-007 -0.00030428
-3.132596e-007 -0.000176285
-3.130596e-007 -0.000240283
-3.128596e-007 -0.000240283
-3.126596e-007 -0.000240283
-3.124596e-007 -0.00030428
-3.122596e-007 -0.000432275
-3.120596e-007 -0.00030428
-3.118596e-007 -0.000240283
-3.116596e-007 -0.000240283
-3.114596e-007 -0.000112288
-3.112596e-007 -0.00030428
-3.110596e-007 -0.000432275
-3.108596e-007 -0.000176285
-3.106596e-007 -0.000176285
-3.104596e-007 -0.000240283
-3.102596e-007 -4.829e-005
-3.100596e-007 -4.829e-005
-3.098596e-007 -0.000176285
-3.096596e-007 -4.829e-005
-3.094596e-007 7.97051e-005
-3.092596e-007 -0.000112288
-3.090596e-007 -4.829e-005
-3.088596e-007 -0.000176285
-3.086596e-007 -0.000240283
-3.084596e-007 -4.829e-005
-3.082596e-007 -4.829e-005
-3.080596e-007 -0.000176285
-3.078596e-007 -0.000176285
-3.076596e-007 -0.000176285
-3.074596e-007 -0.000176285
-3.072596e-007 -0.000112288
-3.070596e-007 -0.000112288
-3.068596e-007 -0.000176285
-3.066596e-007 -0.000176285
-3.064596e-007 -0.000176285
-3.062596e-007 -0.000240283
-3.060596e-007 -4.829e-005
-3.058596e-007 -4.829e-005
-3.056596e-007 -0.000176285
-3.054596e-007 -0.000176285
-3.052596e-007 -0.000176285
-3.050596e-007 -0.000112288
-3.048596e-007 1.57076e-005
-3.046596e-007 1.57076e-005
-3.044596e-007 -0.000176285
-3.042596e-007 -0.000176285
-3.040596e-007 -0.000112288
-3.038596e-007 -0.000112288
-3.036596e-007 7.97051e-005
-3.034596e-007 -4.829e-005
-3.032596e-007 -0.00030428
-3.030596e-007 -0.000176285
-3.028596e-007 -0.000240283
-3.026596e-007 -0.00030428
-3.024596e-007 -0.000112288
-3.022596e-007 -0.000176285
-3.020596e-007 -0.000240283
-3.018596e-007 -0.000176285
-3.016596e-007 -0.000240283
-3.014596e-007 -0.000176285
-3.012596e-007 -0.000112288
-3.010596e-007 -0.00030428
-3.008596e-007 -0.000368278
-3.006596e-007 -0.000368278
-3.004596e-007 -0.00030428
