LECROYWR104MXi-A©Ë 52137 Waveform
Segments 1 SegmentSize 5002
Segment TrigTime TimeSinceSegment1
#1 03-Apr-2017 14:53:21 0                 
Time Ampl
-4.001038e-007 7.97051e-005
-3.999038e-007 7.97051e-005
-3.997038e-007 7.97051e-005
-3.995038e-007 0.0002077
-3.993038e-007 0.000271698
-3.991038e-007 0.000271698
-3.989038e-007 0.0002077
-3.987038e-007 0.000143703
-3.985038e-007 7.97051e-005
-3.983038e-007 -4.829e-005
-3.981038e-007 -4.829e-005
-3.979038e-007 -0.000112288
-3.977038e-007 1.57076e-005
-3.975038e-007 -4.829e-005
-3.973038e-007 -0.000112288
-3.971038e-007 1.57076e-005
-3.969038e-007 0.000143703
-3.967038e-007 7.97051e-005
-3.965038e-007 1.57076e-005
-3.963038e-007 -4.829e-005
-3.961038e-007 -4.829e-005
-3.959038e-007 1.57076e-005
-3.957038e-007 7.97051e-005
-3.955038e-007 1.57076e-005
-3.953038e-007 1.57076e-005
-3.951038e-007 -4.829e-005
-3.949038e-007 1.57076e-005
-3.947038e-007 7.97051e-005
-3.945038e-007 0.000143703
-3.943038e-007 1.57076e-005
-3.941038e-007 0.0002077
-3.939038e-007 0.000143703
-3.937038e-007 0.000143703
-3.935038e-007 0.000143703
-3.933038e-007 0.000143703
-3.931038e-007 7.97051e-005
-3.929038e-007 0.000143703
-3.927038e-007 7.97051e-005
-3.925038e-007 -4.829e-005
-3.923038e-007 1.57076e-005
-3.921038e-007 1.57076e-005
-3.919038e-007 -4.829e-005
-3.917038e-007 7.97051e-005
-3.915038e-007 0.000143703
-3.913038e-007 1.57076e-005
-3.911038e-007 7.97051e-005
-3.909038e-007 0.000143703
-3.907038e-007 -4.829e-005
-3.905038e-007 -4.829e-005
-3.903038e-007 1.57076e-005
-3.901038e-007 1.57076e-005
-3.899038e-007 0.000143703
-3.897038e-007 0.000143703
-3.895038e-007 7.97051e-005
-3.893038e-007 0.000143703
-3.891038e-007 0.000143703
-3.889038e-007 1.57076e-005
-3.887038e-007 7.97051e-005
-3.885038e-007 0.000143703
-3.883038e-007 1.57076e-005
-3.881038e-007 7.97051e-005
-3.879038e-007 0.000143703
-3.877038e-007 0.000143703
-3.875038e-007 0.000271698
-3.873038e-007 0.000271698
-3.871038e-007 0.000143703
-3.869038e-007 7.97051e-005
-3.867038e-007 7.97051e-005
-3.865038e-007 0.000143703
-3.863038e-007 0.0002077
-3.861038e-007 1.57076e-005
-3.859038e-007 -4.829e-005
-3.857038e-007 0.000143703
-3.855038e-007 7.97051e-005
-3.853038e-007 0.0002077
-3.851038e-007 0.0002077
-3.849038e-007 0.0002077
-3.847038e-007 7.97051e-005
-3.845038e-007 7.97051e-005
-3.843038e-007 0.000143703
-3.841038e-007 7.97051e-005
-3.839038e-007 1.57076e-005
-3.837038e-007 1.57076e-005
-3.835038e-007 -4.829e-005
-3.833038e-007 7.97051e-005
-3.831038e-007 7.97051e-005
-3.829038e-007 1.57076e-005
-3.827038e-007 -4.829e-005
-3.825038e-007 -0.000112288
-3.823038e-007 -0.000176285
-3.821038e-007 7.97051e-005
-3.819038e-007 7.97051e-005
-3.817038e-007 0.000143703
-3.815038e-007 7.97051e-005
-3.813038e-007 1.57076e-005
-3.811038e-007 -0.000176285
-3.809038e-007 -0.000112288
-3.807038e-007 -0.000176285
-3.805038e-007 -0.000112288
-3.803038e-007 -4.829e-005
-3.801038e-007 -0.000112288
-3.799038e-007 -0.00030428
-3.797038e-007 7.97051e-005
-3.795038e-007 1.57076e-005
-3.793038e-007 -0.000112288
-3.791038e-007 1.57076e-005
-3.789038e-007 1.57076e-005
-3.787038e-007 1.57076e-005
-3.785038e-007 7.97051e-005
-3.783038e-007 0.000143703
-3.781038e-007 7.97051e-005
-3.779038e-007 0.000143703
-3.777038e-007 1.57076e-005
-3.775038e-007 -4.829e-005
-3.773038e-007 7.97051e-005
-3.771038e-007 7.97051e-005
-3.769038e-007 1.57076e-005
-3.767038e-007 -0.000112288
-3.765038e-007 -0.000176285
-3.763038e-007 -0.000176285
-3.761038e-007 -4.829e-005
-3.759038e-007 -0.000176285
-3.757038e-007 -0.000240283
-3.755038e-007 -4.829e-005
-3.753038e-007 1.57076e-005
-3.751038e-007 7.97051e-005
-3.749038e-007 7.97051e-005
-3.747038e-007 0.000143703
-3.745038e-007 -4.829e-005
-3.743038e-007 7.97051e-005
-3.741038e-007 7.97051e-005
-3.739038e-007 7.97051e-005
-3.737038e-007 0.0002077
-3.735038e-007 0.000143703
-3.733038e-007 7.97051e-005
-3.731038e-007 0.000143703
-3.729038e-007 7.97051e-005
-3.727038e-007 7.97051e-005
-3.725038e-007 7.97051e-005
-3.723038e-007 7.97051e-005
-3.721038e-007 1.57076e-005
-3.719038e-007 1.57076e-005
-3.717038e-007 1.57076e-005
-3.715038e-007 -4.829e-005
-3.713038e-007 -4.829e-005
-3.711038e-007 -0.000240283
-3.709038e-007 -0.000368278
-3.707038e-007 -0.000112288
-3.705038e-007 -0.000176285
-3.703038e-007 -4.829e-005
-3.701038e-007 1.57076e-005
-3.699038e-007 7.97051e-005
-3.697038e-007 1.57076e-005
-3.695038e-007 1.57076e-005
-3.693038e-007 1.57076e-005
-3.691038e-007 1.57076e-005
-3.689038e-007 1.57076e-005
-3.687038e-007 7.97051e-005
-3.685038e-007 -4.829e-005
-3.683038e-007 1.57076e-005
-3.681038e-007 1.57076e-005
-3.679038e-007 1.57076e-005
-3.677038e-007 1.57076e-005
-3.675038e-007 -0.000112288
-3.673038e-007 -0.000112288
-3.671038e-007 -0.000112288
-3.669038e-007 -0.000112288
-3.667038e-007 -0.000176285
-3.665038e-007 -4.829e-005
-3.663038e-007 -4.829e-005
-3.661038e-007 -0.000112288
-3.659038e-007 7.97051e-005
-3.657038e-007 7.97051e-005
-3.655038e-007 -4.829e-005
-3.653038e-007 -4.829e-005
-3.651038e-007 -0.000112288
-3.649038e-007 -0.000112288
-3.647038e-007 -4.829e-005
-3.645038e-007 7.97051e-005
-3.643038e-007 7.97051e-005
-3.641038e-007 0.000143703
-3.639038e-007 7.97051e-005
-3.637038e-007 1.57076e-005
-3.635038e-007 -4.829e-005
-3.633038e-007 1.57076e-005
-3.631038e-007 -0.000112288
-3.629038e-007 -0.000112288
-3.627038e-007 1.57076e-005
-3.625038e-007 -0.000112288
-3.623038e-007 1.57076e-005
-3.621038e-007 0.000143703
-3.619038e-007 7.97051e-005
-3.617038e-007 0.000143703
-3.615038e-007 7.97051e-005
-3.613038e-007 0.0002077
-3.611038e-007 7.97051e-005
-3.609038e-007 1.57076e-005
-3.607038e-007 -4.829e-005
-3.605038e-007 -4.829e-005
-3.603038e-007 -4.829e-005
-3.601038e-007 -0.000176285
-3.599038e-007 1.57076e-005
-3.597038e-007 -4.829e-005
-3.595038e-007 1.57076e-005
-3.593038e-007 7.97051e-005
-3.591038e-007 -4.829e-005
-3.589038e-007 -0.000112288
-3.587038e-007 -4.829e-005
-3.585038e-007 -0.000112288
-3.583038e-007 -0.000112288
-3.581038e-007 -4.829e-005
-3.579038e-007 -4.829e-005
-3.577038e-007 -0.000176285
-3.575038e-007 -0.000176285
-3.573038e-007 -0.000112288
-3.571038e-007 -0.000240283
-3.569038e-007 -0.000112288
-3.567038e-007 -4.829e-005
-3.565038e-007 -0.000112288
-3.563038e-007 0.0002077
-3.561038e-007 0.000143703
-3.559038e-007 -0.000176285
-3.557038e-007 -0.000176285
-3.555038e-007 -0.000240283
-3.553038e-007 -0.00030428
-3.551038e-007 -0.000240283
-3.549038e-007 -0.000240283
-3.547038e-007 -0.000240283
-3.545038e-007 -0.000176285
-3.543038e-007 -0.000112288
-3.541038e-007 -0.000176285
-3.539038e-007 -4.829e-005
-3.537038e-007 -4.829e-005
-3.535038e-007 -0.000176285
-3.533038e-007 -4.829e-005
-3.531038e-007 -0.000176285
-3.529038e-007 -0.00030428
-3.527038e-007 -0.000176285
-3.525038e-007 -0.000112288
-3.523038e-007 -0.000112288
-3.521038e-007 -4.829e-005
-3.519038e-007 1.57076e-005
-3.517038e-007 0.000143703
-3.515038e-007 0.000271698
-3.513038e-007 0.000271698
-3.511038e-007 7.97051e-005
-3.509038e-007 0.000143703
-3.507038e-007 0.000143703
-3.505038e-007 0.000143703
-3.503038e-007 0.0002077
-3.501038e-007 0.0002077
-3.499038e-007 1.57076e-005
-3.497038e-007 1.57076e-005
-3.495038e-007 1.57076e-005
